region,week_end,SUBSCRIBERS,Total_Calls_Offered,DEV_CNT_ARRIS,DEV_CNT_CSICO,DEV_CNT_MOTOROLA,DEV_CNT_NETGEAR,DEV_CNT_UBEE,DEV_CNT_OTHER,STARTER,SEASONAL,ULTIMATE,ESSENTIAL,C2C,PREMIER,PREFERRED,NO_TIER,GIGABIT
Southeast,6/7/15,127542,3965,14085,113906,48251,13265,10167,38822,0.086768859,0.005173377,0.014594127,0.228455104,0.002073943,0.117250457,0.545240264,0.00044387,0
Southeast,6/14/15,127339,3428,13981,113771,48291,13448,10447,38807,0.086570469,0.005404408,0.014668009,0.228030658,0.0021141,0.117789958,0.544976514,0.000445883,0
Southeast,6/21/15,127262,3545,13903,113587,48335,13622,10780,38806,0.086489855,0.005285876,0.014765059,0.228046688,0.002123583,0.118466711,0.544375967,0.00044626,0
Southeast,6/28/15,127161,3608,13824,113474,48387,13788,11069,38807,0.08606853,0.005478065,0.014838343,0.228114594,0.002086882,0.118376836,0.544591754,0.000444997,0
Southeast,7/5/15,127067,3308,13744,113446,48453,13946,11367,38800,0.085703661,0.005555218,0.014973286,0.227278247,0.00210218,0.11945996,0.544487281,0.000440168,0
Southeast,7/12/15,127372,3430,13679,113355,48486,14055,11722,38785,0.08580291,0.005557498,0.015266015,0.227667371,0.002105919,0.119794122,0.543342406,0.000463758,0
Southeast,7/19/15,127320,3867,13605,113316,48514,14231,12152,38786,0.085187385,0.005497434,0.015708042,0.227229811,0.002124355,0.120776037,0.543012472,0.000464465,0
Southeast,7/26/15,127479,3869,13510,113038,48544,14410,12392,38782,0.08506183,0.005429154,0.015404179,0.226813779,0.002109223,0.12141356,0.543319018,0.000449257,0
Southeast,8/2/15,126826,5015,13424,112982,48626,14639,12750,38766,0.084796496,0.005524276,0.015428567,0.227578943,0.002114229,0.121678046,0.542432348,0.000447095,0
Southeast,8/9/15,127682,3951,13341,112756,48791,14792,13042,38756,0.084909048,0.005645833,0.015837363,0.228071784,0.002093313,0.122283086,0.540724103,0.00043547,0
Southeast,8/16/15,127929,3762,13278,112726,48641,14994,13279,38744,0.083809366,0.005456162,0.015916319,0.22593335,0.002079973,0.124361312,0.542013957,0.00042956,0
Southeast,8/23/15,128325,3894,13172,112752,48687,15309,13428,38729,0.083885043,0.005495708,0.016124771,0.227800131,0.002196774,0.124144126,0.539900504,0.000452943,0
Southeast,8/30/15,128261,3912,13105,112728,48685,15479,13562,38716,0.08377957,0.005384969,0.016079592,0.229648207,0.002259427,0.123628339,0.538790604,0.000429291,0
Southeast,9/6/15,128038,4049,13041,112725,48777,15814,13728,38707,0.08368154,0.005342486,0.016497538,0.227309357,0.002342934,0.124921653,0.539486644,0.000417848,0
Southeast,9/13/15,128775,3744,12984,112724,48780,16089,13838,38708,0.083936915,0.005345289,0.016330727,0.228063145,0.002472291,0.125088836,0.538339407,0.000423389,0
Southeast,9/20/15,128914,3050,12902,112575,48830,16348,14023,38706,0.083683365,0.005384331,0.016514965,0.227959308,0.002518721,0.125845544,0.537686547,0.000407218,0
Southeast,9/27/15,128760,3179,12847,112489,48884,16482,14231,38696,0.083233904,0.005233269,0.016402108,0.227892646,0.002597756,0.126361179,0.537878902,0.000400236,0
Southeast,10/4/15,128493,3493,12793,112448,48945,16715,14432,38708,0.083415098,0.005168036,0.016327998,0.22795533,0.002673897,0.126219919,0.537827777,0.000411945,0
Southeast,10/11/15,129203,2934,12734,112323,48971,16852,14736,38700,0.083601769,0.005053349,0.01646656,0.22835432,0.002748181,0.12628117,0.537074163,0.000420487,0
Southeast,10/18/15,129302,3021,12700,112246,48994,17088,14909,38673,0.088434675,0.004435857,0.015997329,0.223622381,0.002644823,0.127015715,0.537406276,0.000442944,0
Southeast,10/25/15,129210,2906,12665,112034,49014,17290,15018,38662,0.081817511,0.00471726,0.016912742,0.226125794,0.002827403,0.128141149,0.539037354,0.000420788,0
Southeast,11/1/15,128561,3197,12628,112090,49042,17611,15100,38662,0.083023254,0.004883277,0.016717864,0.228857374,0.002875624,0.126935008,0.536292483,0.000415116,0
Southeast,11/8/15,129575,3261,12573,112163,49102,17880,15205,38657,0.053349574,0.00323714,0.015108217,0.250323246,0.002197133,0.120369156,0.555148506,0.000267029,0
Southeast,11/15/15,129685,2812,12547,112099,49115,18191,15308,38650,0.088182862,0.004795472,0.015669372,0.217924877,0.002388126,0.124317078,0.546270536,0.000451678,0
Southeast,11/22/15,129984,2777,12518,112067,49289,18461,15385,38651,0.081315944,0.004708272,0.01743173,0.229548673,0.003047402,0.128324522,0.535215654,0.000407803,0
Southeast,11/29/15,129792,2498,12476,111943,49272,18642,15369,38649,0.081608134,0.004738198,0.016917844,0.229851396,0.003026139,0.128028955,0.535431356,0.000397979,0
Southeast,12/6/15,129771,3171,12470,112016,49372,18918,15468,38643,0.080809422,0.004727034,0.016791664,0.226558409,0.004454179,0.129333422,0.536935024,0.000390847,0
Southeast,12/13/15,130597,3007,12427,111928,49352,19205,15618,38632,0.080895873,0.004740771,0.017212988,0.229211127,0.003537118,0.129662312,0.534067833,0.000671978,0
Southeast,12/20/15,130596,3181,12397,111862,49384,19487,15709,38624,0.076995809,0.003447206,0.016359455,0.217755081,0.002486913,0.127778079,0.554744094,0.000433363,0
Southeast,12/27/15,130348,2601,12362,111680,49356,19654,15754,38618,0.077431382,0.003394917,0.016343089,0.217426229,0.00252598,0.128673406,0.55379579,0.000409209,0
Southeast,1/3/16,130682,3551,12346,111696,49395,20026,15895,38620,0.081650684,0.004496642,0.016930647,0.232360019,0.003095931,0.13043853,0.530632475,0.000395072,0
Southeast,1/10/16,131316,4959,12313,111584,49435,20353,16079,38612,0.084265206,0.00434906,0.014877143,0.229973188,0.002687036,0.13332677,0.530116226,0.000405372,0
Southeast,1/17/16,130703,3034,12285,111341,49442,20631,16118,38596,0.081681266,0.004191554,0.014888626,0.2329015,0.00260621,0.133345077,0.530025462,0.000360306,0
Southeast,1/24/16,130961,3441,12252,111233,49513,20912,16194,38604,0.079370442,0.004575274,0.017364924,0.228256891,0.003097108,0.133605034,0.533300954,0.000429372,0
Southeast,1/31/16,130848,3241,12235,110972,49506,21348,16316,38596,0.080582043,0.004638769,0.017208786,0.22785075,0.003236675,0.133345424,0.532746919,0.000390633,0
Southeast,2/7/16,130873,3396,12181,110703,49470,21787,16483,38573,0.07951304,0.004723824,0.017192198,0.229063435,0.003104828,0.132519396,0.533497803,0.000385475,0
Southeast,2/14/16,131604,3103,12148,110340,49460,22055,16573,38556,0.076556254,0.003473435,0.01676563,0.21951042,0.002561416,0.131888656,0.548826988,0.0004172,0
Southeast,2/21/16,131561,3618,12100,110097,49521,22389,16705,38553,0.080001441,0.004733088,0.017671637,0.232857863,0.003270658,0.133592681,0.527461998,0.000410633,0
Southeast,2/28/16,131495,4202,12064,109842,49570,22750,16859,38540,0.076449269,0.004104287,0.017130937,0.220554663,0.00286131,0.136561383,0.541888957,0.000449195,0
Southeast,3/6/16,135878,3712,12035,109552,49577,22963,17019,38533,0.070455897,0.003414272,0.018860258,0.20561447,0.002507433,0.144435084,0.554172448,0.000540139,0
Southeast,3/13/16,135283,3725,12005,109271,49603,23104,17359,38525,0.080315366,0.004636055,0.018243736,0.232604061,0.003341108,0.134817634,0.525641393,0.000400647,0
Southeast,3/20/16,134612,3434,11972,108969,49553,23216,17578,38516,0.080674319,0.004512195,0.018292683,0.231111908,0.003342898,0.135444763,0.526241033,0.000380201,0
Southeast,3/27/16,132214,3758,11952,108658,49581,23432,17816,38499,0.078216405,0.004300582,0.018425112,0.227812748,0.0032237,0.137139244,0.5304723,0.00040991,0
Southeast,4/3/16,130258,3994,11909,108314,49659,23628,18147,38493,0.079945136,0.004401741,0.018397738,0.232382539,0.003268065,0.137293734,0.523954149,0.000356898,0
Southeast,4/10/16,130922,3712,11860,107666,49718,23811,18433,38475,0.079418352,0.004437018,0.018444911,0.230525829,0.003341985,0.137917304,0.525530629,0.000383973,0
Southeast,4/17/16,131336,3339,11833,107220,49704,23902,18609,38472,0.079520517,0.004532928,0.018599397,0.231769353,0.003374513,0.138700417,0.523114338,0.000388537,0
Southeast,4/24/16,132577,3510,11802,107043,49691,24067,18782,38474,0.079249714,0.004559632,0.019002067,0.231856915,0.003342289,0.13929567,0.522340755,0.000352957,0
Southeast,5/1/16,131547,3650,11789,107045,49734,24282,19042,38469,0.080046812,0.004651559,0.019043245,0.230915091,0.003410896,0.139506031,0.522059722,0.000366644,0
Southeast,5/8/16,132145,3242,11769,106864,49759,24380,19263,38469,0.079238478,0.005003635,0.01912358,0.229639767,0.003378523,0.140843063,0.522195612,0.000577343,0
Southeast,5/15/16,132283,3802,11754,106765,49751,24510,19771,38473,0.0521567,0.003471375,0.018088448,0.236416928,0.002615485,0.136980668,0.549715739,0.000554655,0
Southeast,5/22/16,132387,3608,11717,106583,49717,24700,20175,38483,0.077727441,0.005392199,0.019937602,0.227683278,0.003298003,0.142661766,0.522295353,0.001004359,0
Southeast,5/29/16,132601,3392,11706,106323,49703,24880,20494,38476,0.084051456,0.005532886,0.019869977,0.226952071,0.003264403,0.142506397,0.516840722,0.000982087,0
Southeast,6/5/16,132270,3708,11683,106200,49740,25021,20707,38465,0.078441453,0.005828983,0.020115421,0.228821966,0.003374293,0.143001962,0.519329776,0.001086146,0
Southeast,6/12/16,132409,3639,11667,105971,49771,25129,20990,38456,0.078435591,0.005916014,0.020236354,0.226594097,0.003348823,0.144486992,0.519906491,0.001075639,0
Southeast,6/19/16,132587,3868,11647,105875,49779,25378,21217,38448,0.078094093,0.005999435,0.02019375,0.227826364,0.003347511,0.144631303,0.518842428,0.001065117,0
Southeast,10/5/14,207292,6720,52456,162182,107114,11621,3494,26970,0.116122281,0.003748399,0.009990525,0.190621714,0.001749253,0.081985819,0.595755979,2.60E-05,0
Southeast,10/12/14,207383,6896,51830,162600,107188,11886,3841,26975,0.115558819,0.003758893,0.010097824,0.190529864,0.001783794,0.082039006,0.596205948,2.59E-05,0
Southeast,10/19/14,207225,7043,51410,162884,107289,12158,4153,26953,0.115013611,0.003754687,0.010159741,0.190507987,0.001808002,0.082058657,0.596671632,2.57E-05,0
Southeast,10/26/14,207017,5957,51001,163424,107357,12405,4512,26975,0.114509195,0.003762853,0.010241905,0.19069549,0.00184824,0.082103726,0.596813062,2.55E-05,0
Southeast,11/2/14,206920,6505,50490,163729,107023,12660,4916,26851,0.114027209,0.003775366,0.010336586,0.190625523,0.001857236,0.082225842,0.597126865,2.54E-05,0
Southeast,11/9/14,207428,5773,50032,163944,106784,12931,5226,26863,0.113513432,0.003795879,0.010450011,0.190419059,0.001895419,0.082405368,0.597495627,2.52E-05,0
Southeast,11/16/14,207274,5911,49665,164327,106830,13177,5497,26854,0.113021682,0.003820028,0.01058278,0.190359694,0.001930066,0.082546685,0.597713999,2.51E-05,0
Southeast,11/23/14,207052,6024,49250,164786,106849,13421,5806,26849,0.112571329,0.003837432,0.010655105,0.190316713,0.001968553,0.082714111,0.597911839,2.49E-05,0
Southeast,11/30/14,206697,5381,48839,164998,106850,13564,6030,26831,0.112151803,0.003842683,0.010749596,0.190264872,0.001988279,0.082863121,0.598114854,2.48E-05,0
Southeast,12/7/14,208313,6117,48566,165506,106902,13912,6335,26833,0.111699296,0.003839632,0.010838706,0.190182567,0.002020859,0.083170679,0.598223615,2.46E-05,0
Southeast,12/14/14,208014,5658,48212,165836,106872,14168,6605,26825,0.111178064,0.003860417,0.010890492,0.19018435,0.002067381,0.083332109,0.598462692,2.45E-05,0
Southeast,12/21/14,207883,5613,47903,166222,106861,14320,6949,26832,0.110042147,0.003863459,0.011039812,0.19057202,0.002102595,0.08410381,0.598252425,2.37E-05,0
Southeast,12/28/14,207579,5646,47555,166379,106897,14462,7232,26812,0.109730799,0.003853215,0.011077994,0.190552946,0.002150743,0.084360619,0.598249839,2.38E-05,0
Southeast,1/4/15,208453,5662,47271,166847,106953,14706,7629,26816,0.10874782,0.003891827,0.011124258,0.190594989,0.00219539,0.084474983,0.598946973,2.38E-05,0
Southeast,1/11/15,208986,6488,46965,167540,107004,15016,8001,26819,0.1039716,0.0033059,0.010222071,0.187502072,0.00185938,0.084533995,0.608592928,1.21E-05,0
Southeast,1/18/15,208892,6371,46481,168179,107031,15275,8294,26816,0.112591297,0.003100814,0.009090739,0.198031793,0.001874187,0.086069376,0.589216889,2.49E-05,0
Southeast,1/25/15,208822,6652,46055,168722,107048,15494,8522,26818,0.104968535,0.003665465,0.0112837,0.190548569,0.002423563,0.086673649,0.600417983,1.85E-05,0
Southeast,2/1/15,208237,6014,45659,169250,107109,15659,8856,26815,0.104355026,0.003607555,0.011265777,0.190457434,0.002385641,0.087113956,0.600796706,1.79E-05,0
Southeast,2/8/15,205511,5909,45268,169470,107056,15921,9217,26813,0.103467433,0.003631806,0.011506074,0.189294668,0.002424265,0.087177109,0.60248028,1.84E-05,0
Southeast,2/15/15,209828,6297,44910,169644,107017,16177,9733,26784,0.104140661,0.003660922,0.011779227,0.18992082,0.002533768,0.087904052,0.600041919,1.86E-05,0
Southeast,2/22/15,209929,6418,44597,169959,107132,16490,10273,26788,0.102674083,0.003643542,0.011760799,0.188108218,0.002550479,0.088408925,0.602830894,2.31E-05,0
Southeast,3/1/15,210210,6092,44235,170419,107159,16739,10766,26783,0.10189239,0.00361397,0.011808334,0.189108644,0.002607093,0.08886142,0.602090169,1.80E-05,0
Southeast,3/8/15,211367,5548,43894,170662,107152,16971,11142,26756,0.101838494,0.003750046,0.011994599,0.189319535,0.002705027,0.089265897,0.601107905,1.85E-05,0
Southeast,3/15/15,211383,5924,43576,170790,107135,17282,11612,26751,0.101163269,0.003711184,0.012196531,0.189030055,0.002809962,0.089599904,0.60147523,1.39E-05,0
Southeast,3/22/15,211597,5753,43349,170940,107138,17534,12120,26748,0.100523853,0.003718855,0.01219417,0.188454104,0.002809801,0.090721687,0.601563755,1.38E-05,0
Southeast,3/29/15,211647,5692,43031,171163,107125,17798,12612,26760,0.100114915,0.003696679,0.012289956,0.189495156,0.002893655,0.090630927,0.600864866,1.38E-05,0
Southeast,4/5/15,211880,5566,42769,171230,107154,18027,13017,26780,0.100016914,0.003725663,0.012420401,0.188564271,0.002930246,0.091143893,0.601184898,1.37E-05,0
Southeast,4/12/15,212128,6348,42529,171405,107190,18201,13427,26780,0.099790569,0.003742146,0.012496836,0.188989897,0.002987273,0.091588226,0.600386642,1.84E-05,0
Southeast,4/19/15,212122,6178,42203,171541,107265,18472,13836,26786,0.099345184,0.003736546,0.012571728,0.188759991,0.002963467,0.092405885,0.600203393,1.38E-05,0
Southeast,4/26/15,212230,6248,41869,171718,107208,18714,14152,26952,0.099095342,0.003684625,0.012612051,0.188543748,0.002983447,0.092981797,0.600076076,2.29E-05,0
Southeast,5/3/15,212583,11538,41637,171934,107279,18953,14519,26960,0.099149049,0.003726925,0.012750489,0.188962428,0.003033864,0.093223606,0.59913528,1.84E-05,0
Southeast,5/10/15,213390,5790,41353,171911,107250,19162,14891,26942,0.098547157,0.003737698,0.012820804,0.188474447,0.003101881,0.093946564,0.599348741,2.27E-05,0
Southeast,5/17/15,212958,6086,41129,171944,107265,19319,15258,26957,0.098358323,0.004006664,0.013080175,0.188758393,0.003116294,0.094470987,0.598186216,2.29E-05,0
Southeast,5/24/15,212659,6384,40926,171962,107344,19443,15686,27007,0.098213671,0.004101806,0.013049529,0.188871383,0.003141809,0.094975403,0.597623433,2.30E-05,0
Southeast,5/31/15,212295,7312,40750,172116,107435,19618,16084,27028,0.097692489,0.004157513,0.013157895,0.187723534,0.003118135,0.095926908,0.598200832,2.27E-05,0
Southeast,6/7/15,213425,6447,40473,172072,107531,19764,16544,27100,0.097811355,0.004409341,0.013324176,0.188901099,0.003163919,0.096112637,0.596254579,2.29E-05,0
Southeast,6/14/15,212828,7226,40246,172228,107601,19947,16974,27118,0.097323567,0.004433186,0.013451001,0.189498031,0.003139026,0.096681077,0.595441988,2.29E-05,9.18E-06
Southeast,6/21/15,212527,7268,40024,172148,107611,20174,17505,27146,0.097345945,0.004488442,0.013662669,0.189358997,0.003157513,0.097396429,0.594544111,3.21E-05,1.38E-05
Southeast,6/28/15,212194,9327,39829,172106,107813,20405,18108,27197,0.096889711,0.004538128,0.013875405,0.189438206,0.003182642,0.097961277,0.594055099,4.12E-05,1.83E-05
Southeast,7/5/15,211076,8102,39549,171928,107907,20606,18557,27208,0.096496639,0.004535682,0.013901866,0.188725201,0.003156835,0.09913187,0.594011085,3.17E-05,9.07E-06
Southeast,7/12/15,211658,9930,39347,171742,107921,20797,19235,27331,0.096327169,0.004563201,0.014075929,0.189954595,0.00321333,0.099576859,0.592248013,2.73E-05,1.36E-05
Southeast,7/19/15,211485,7448,39102,171700,107895,20976,19769,27371,0.096304172,0.004531371,0.014201032,0.189811033,0.003198883,0.10059825,0.591309625,3.19E-05,1.37E-05
Southeast,7/26/15,211965,7696,38827,171731,107981,21174,20466,27463,0.095174001,0.004583631,0.014278374,0.189656819,0.003233097,0.101440115,0.59157485,3.18E-05,2.73E-05
Southeast,8/2/15,210770,7960,38557,171930,108177,21538,21144,27484,0.095226484,0.004542766,0.014359836,0.18993818,0.003210643,0.102004507,0.590672429,2.71E-05,1.81E-05
Southeast,8/9/15,212469,7753,38285,171756,108212,22009,21637,27492,0.095214414,0.004471231,0.014622751,0.190926138,0.003376236,0.102865694,0.588477911,2.74E-05,1.82E-05
Southeast,8/16/15,213050,6900,38059,171749,108273,22675,21962,27530,0.094259135,0.004392116,0.01484932,0.190601594,0.003427113,0.104238347,0.588178264,3.61E-05,1.80E-05
Southeast,8/23/15,213740,6241,37767,171795,108369,23286,22251,27618,0.094010167,0.0043,0.014975708,0.190798449,0.003494032,0.104960535,0.587398072,3.60E-05,2.70E-05
Southeast,8/30/15,214060,6062,37540,171904,108495,23827,22606,27625,0.092982448,0.004162465,0.014975101,0.1900474,0.003660481,0.10515888,0.588964359,3.11E-05,1.78E-05
Southeast,9/6/15,213361,6499,37359,171907,108520,24250,22826,27644,0.093582434,0.004182455,0.01547419,0.191512655,0.003847323,0.106147673,0.58519965,3.57E-05,1.79E-05
Southeast,9/13/15,214263,6143,37211,171999,108486,24540,23139,27656,0.093311469,0.004207643,0.015294377,0.192182073,0.003883285,0.106465985,0.584596602,4.05E-05,1.80E-05
Southeast,9/20/15,214727,5383,36976,171871,108487,24808,23598,27675,0.092918646,0.00422888,0.015447534,0.192086337,0.003937079,0.107477307,0.583845857,2.69E-05,3.14E-05
Southeast,9/27/15,214556,5661,36772,171902,108489,25079,23939,27695,0.092363778,0.004182226,0.015447183,0.191198254,0.0039383,0.108325424,0.584482743,3.55E-05,2.66E-05
Southeast,10/4/15,213738,5617,36617,171996,108551,25324,24376,27694,0.092238962,0.004231656,0.015344578,0.191483524,0.003927252,0.10669605,0.586005093,3.43E-05,3.86E-05
Southeast,10/11/15,214704,5278,36424,171803,108451,25466,24851,27693,0.093082854,0.004305204,0.015770968,0.193410511,0.004079081,0.108304033,0.580980842,3.99E-05,2.66E-05
Southeast,10/18/15,214599,6176,36287,171769,108475,25654,25379,27690,0.09643781,0.004073811,0.015360147,0.192017169,0.003889858,0.108563435,0.579588786,3.83E-05,3.07E-05
Southeast,10/25/15,214211,6239,36067,171672,108463,25762,25785,27684,0.092473304,0.004111366,0.015749427,0.193363884,0.004141628,0.108957676,0.581120574,5.19E-05,3.03E-05
Southeast,11/1/15,212958,5618,35914,171698,108472,25941,26188,27703,0.093120038,0.00414397,0.015926451,0.195552964,0.004241163,0.109214369,0.577721523,5.30E-05,2.65E-05
Southeast,11/8/15,214325,5570,35730,171557,108433,26125,26525,27679,0.059425095,0.002678267,0.015462938,0.192622745,0.003410737,0.111053023,0.615274508,3.35E-05,3.91E-05
Southeast,11/15/15,214409,5529,35566,171539,108443,26346,27025,27679,0.093570265,0.003620926,0.01500174,0.190267332,0.003480127,0.107137449,0.586831835,5.05E-05,3.98E-05
Southeast,11/22/15,214702,6593,35423,171484,108463,26598,27412,27653,0.0910828,0.004169804,0.016352771,0.195824102,0.004352614,0.111318102,0.57680405,4.79E-05,4.79E-05
Southeast,11/29/15,214336,5201,35219,171157,108390,26685,27668,27648,0.091044149,0.004129728,0.016014856,0.196489289,0.004386178,0.111759114,0.576092676,4.42E-05,3.98E-05
Southeast,12/6/15,214359,6541,35119,171412,108426,26994,28245,27666,0.09011263,0.004038972,0.01569905,0.192457454,0.006434177,0.112335516,0.578819732,5.98E-05,4.27E-05
Southeast,12/13/15,214902,5698,34952,171228,108440,27168,28714,27661,0.089820953,0.004129204,0.016003896,0.197145763,0.005047283,0.113143626,0.574584278,8.19E-05,4.31E-05
Southeast,12/20/15,215343,6853,34810,171362,108402,27448,29285,27642,0.08400846,0.00301271,0.015752802,0.184942567,0.003701964,0.113929891,0.59374835,0.000858789,4.45E-05
Southeast,12/27/15,214940,5467,34610,171398,108471,27576,29555,27621,0.083610792,0.002995717,0.015836907,0.185187471,0.003725011,0.114771296,0.592958383,0.000863933,5.05E-05
Southeast,1/3/16,215403,6282,34491,171259,108443,27876,29990,27616,0.089186281,0.004001127,0.015919106,0.200534622,0.004598948,0.114683326,0.569731493,0.001293854,5.12E-05
Southeast,1/10/16,216557,6430,34372,171386,108472,28205,30662,27600,0.088601367,0.004052444,0.016309039,0.197572849,0.004773167,0.116558486,0.570755938,0.001324921,5.18E-05
Southeast,1/17/16,215775,6279,34212,171291,108525,28405,31423,27589,0.086319991,0.003890836,0.016928548,0.199742561,0.005070763,0.117196388,0.569232169,0.001560235,5.85E-05
Southeast,1/24/16,216550,6123,34093,171173,108595,28682,32215,27595,0.086389516,0.003935976,0.01694704,0.19639059,0.004739499,0.119849608,0.570385648,0.00131056,5.16E-05
Southeast,1/31/16,216715,5657,33970,171122,108610,28923,32834,27578,0.086587919,0.003954612,0.01666279,0.199483919,0.005190967,0.11954733,0.567206872,0.001313896,5.17E-05
Southeast,2/7/16,216768,6026,33826,171119,108694,29108,33419,27591,0.090399551,0.003063739,0.013748322,0.198216211,0.003778795,0.118319729,0.571563332,0.000858067,5.23E-05
Southeast,2/14/16,217787,5714,33682,170568,108551,29234,33838,27581,0.085049359,0.002646191,0.01447822,0.19476783,0.003762164,0.118800182,0.579724153,0.000717573,5.43E-05
Southeast,2/21/16,217843,6054,33588,170535,108640,29506,34577,27569,0.085243782,0.003927232,0.016782343,0.19981032,0.005091176,0.121442428,0.566305988,0.001323447,7.33E-05
Southeast,2/28/16,217741,6053,33478,170327,108685,29722,35182,27566,0.08012761,0.003365295,0.016197716,0.190299947,0.004440618,0.123111934,0.58127081,0.00111462,7.15E-05
Southeast,3/6/16,224663,6111,33362,170159,108724,29880,35847,27569,0.080484456,0.003408923,0.016367155,0.190964552,0.004457545,0.123034734,0.580082665,0.001124296,7.57E-05
Southeast,3/13/16,223636,6919,33218,170070,108752,30108,36476,27565,0.091659559,0.003994702,0.017114642,0.20108097,0.005306268,0.121761269,0.557693874,0.001324424,6.43E-05
Southeast,3/20/16,222625,6159,33100,169873,108782,30236,37042,27613,0.085554674,0.003963991,0.01730738,0.20196621,0.005332094,0.124010647,0.560426743,0.001363718,7.45E-05
Southeast,3/27/16,219017,5352,32968,169594,108764,30356,37507,27592,0.078694224,0.003189487,0.017318917,0.190587823,0.004863968,0.125716837,0.578547507,0.00099831,8.29E-05
Southeast,4/3/16,215454,6281,32926,169343,108823,30582,38015,27592,0.08417099,0.004010401,0.017835505,0.200865039,0.005347202,0.126280202,0.560058992,0.001341113,9.06E-05
Southeast,4/10/16,216411,6185,32815,168955,108781,30750,38503,27601,0.078133821,0.003256373,0.017532109,0.190021018,0.004800041,0.126453169,0.578722264,0.000998281,8.29E-05
Southeast,4/17/16,217212,6024,32726,168635,108809,30912,38915,27602,0.074076973,0.003323146,0.020952896,0.186668991,0.004803262,0.135316784,0.573641122,0.001110087,0.000106739
Southeast,4/24/16,218913,5941,32630,168320,108793,31082,39454,27607,0.084172552,0.003970527,0.018448958,0.201495507,0.005365459,0.127349848,0.557740997,0.001359949,9.62E-05
Southeast,5/1/16,217393,6703,32547,168124,108862,31254,40022,27618,0.085018653,0.004067202,0.018162199,0.201495869,0.005428918,0.126518471,0.557823587,0.00139088,9.42E-05
Southeast,5/8/16,218339,5707,32452,167936,108849,31413,40442,27625,0.084177212,0.00420074,0.018558755,0.201025384,0.005381512,0.127979914,0.557096266,0.001479257,0.000100958
Southeast,5/15/16,218365,5935,32371,167783,108829,31541,40862,27635,0.053607414,0.002756151,0.017858847,0.198038698,0.004521547,0.129174221,0.592962553,0.000962688,0.00011788
Southeast,5/22/16,218377,6976,32299,167705,108894,31721,41337,27647,0.08334061,0.004383361,0.018406622,0.19924208,0.005409347,0.130199783,0.557394083,0.001506235,0.000117879
Southeast,5/29/16,218306,5985,32199,167605,108867,31855,41675,27642,0.083498642,0.00450366,0.018236989,0.199386142,0.005436654,0.130161443,0.557150269,0.001508486,0.000117714
Southeast,6/5/16,217259,6583,32123,167548,108961,32082,42181,27657,0.083565865,0.004787283,0.018293946,0.200100506,0.005452918,0.130720164,0.555404208,0.001556087,0.000119021
Southeast,6/12/16,217526,6644,32034,167287,108928,32138,42534,27671,0.082700004,0.004901513,0.018637049,0.198289685,0.005375153,0.131810736,0.55661726,0.001533896,0.000134705
Southeast,6/19/16,217297,6002,31931,167046,108941,32334,42822,27681,0.08299402,0.005007993,0.01848188,0.199485069,0.005498194,0.131934569,0.554915694,0.001567758,0.000114822
Central,10/5/14,151368,4198,28260,97874,103182,20834,2858,15270,0.071150525,0.005881437,0.010389831,0.186500297,0.002349744,0.122250375,0.601201767,0.000276024,0
Central,10/12/14,151494,4402,27990,98414,103060,21026,3082,15308,0.070780234,0.005852103,0.010481797,0.186571778,0.002388613,0.122177572,0.601473915,0.000273988,0
Central,10/19/14,151799,3784,27553,98989,102845,21342,3302,15305,0.070356316,0.005880465,0.01060995,0.186633277,0.002427523,0.122024889,0.60179553,0.00027205,0
Central,10/26/14,151760,3647,27160,99579,102666,21636,3532,15280,0.070009277,0.005871031,0.010745095,0.186502167,0.002513189,0.121754663,0.602334566,0.000270012,0
Central,11/2/14,152236,3557,26762,100016,102443,21801,3729,15268,0.069759606,0.005851693,0.010864483,0.186525291,0.002564843,0.12175097,0.602408064,0.00027505,0
Central,11/9/14,152723,3170,26408,100444,102339,22011,3919,15270,0.069427669,0.005841369,0.01099351,0.18654165,0.002599955,0.121733849,0.602589037,0.000272961,0
Central,11/16/14,152599,3119,26174,100954,102140,22116,4015,15263,0.069107676,0.00584486,0.011052346,0.186689721,0.002664768,0.121677516,0.60269189,0.000271223,0
Central,11/23/14,152503,3461,25834,101615,101971,22271,4125,15258,0.068811511,0.005833653,0.011121665,0.18667017,0.002721473,0.121610789,0.602961286,0.000269453,0
Central,11/30/14,152317,3479,25494,102002,101873,22431,4192,15268,0.068541206,0.005811073,0.011160206,0.186784495,0.002744862,0.121570597,0.60311977,0.000267791,0
Central,12/7/14,153398,3887,25250,102625,101799,22695,4295,15282,0.068183932,0.00581434,0.011269852,0.186942654,0.002863978,0.12155625,0.603103196,0.000265798,0
Central,12/14/14,153134,3949,24972,103002,101643,22880,4344,15281,0.067891738,0.005817217,0.011350505,0.186943287,0.002872292,0.12152106,0.603339782,0.000264119,0
Central,12/21/14,153364,3511,24728,103518,101497,23064,4415,15291,0.067074817,0.0055272,0.011385665,0.188464653,0.002870954,0.120972689,0.603446372,0.00025765,0
Central,12/28/14,153123,3314,24463,103821,101359,23264,4441,15274,0.067577954,0.005608735,0.011458843,0.18785134,0.002972693,0.121562824,0.602707183,0.000260428,0
Central,1/4/15,153880,3546,24240,104325,101282,23556,4518,15299,0.067015799,0.005703338,0.011557925,0.187624071,0.002999767,0.121421234,0.603425784,0.000252081,0
