"","x"
"9076",80353.2794466947
"9077",57521.6185509125
"9078",8440.22631215326
"9079",31408.2498994999
"9080",38750.116904139
"9081",29452.4014937665
"9082",19507.8618314322
"9083",22560.6496997789
"9084",38704.3518350049
"9085",46426.2927116269
"9086",25885.7075954494
"9087",15165.5199898652
"9088",35353.4405659295
"9089",29203.0306884645
"9090",24713.1987768323
"9091",23195.0278862629
"9092",25578.9294350694
"9093",26158.2470736202
"9094",18640.9133383921
"9095",8772.2295507921
"9096",35557.795342978
"9097",62797.1862826775
"9098",51542.7260427538
"9099",28619.6660729069
"9100",31289.9139078651
"9101",17967.9119646773
"9102",37101.267834127
"9103",47770.5093200687
"9104",46710.6727289701
"9105",64904.0975621841
"9106",58726.4663786443
"9107",33098.2905742869
"9108",37055.8268863978
"9109",29435.871008893
"9110",18660.8721915501
"9111",43584.7618859078
"9112",32727.3137843555
"9113",18179.6793115488
"9114",32437.9911713075
"9115",20642.3926265992
"9116",17389.5726902616
"9117",20509.8409781845
"9118",27893.8339947396
"9119",47976.5944834428
"9120",33813.5408821079
"9121",5530.56924515005
"9122",31225.7968877284
"9123",23119.8504796862
"9124",4348.14101792562
"9125",24220.2354139135
"9126",30172.5381248408
"9127",47755.4924600682
"9128",56618.7541227344
"9129",22461.6550526093
"9130",27140.1478067418
"9131",34953.1364267962
"9132",13900.0549058421
"9133",57089.6669737546
"9134",63786.1275112468
"9135",39859.4895505588
"9136",12329.3384403124
"9137",19446.2816111452
"9138",46614.7654560743
"9139",43179.66613531
"9140",36663.8675837576
"9141",45700.9910672083
"9142",34907.1355288978
"9143",27702.6600612274
"9144",19000.3986745673
"9145",35647.0249906608
"9146",52349.589731125
"9147",41126.4761458029
"9148",20549.2107554748
"9149",24961.331272756
"9150",37216.4811052665
"9151",37879.851712322
"9152",46436.8617851517
"9153",39095.1305593793
"9154",4122.98395125222
"9155",36003.4152836436
"9156",38784.625437564
"9157",12178.6561012471
"9158",37793.4321625027
"9159",54422.5837494208
"9160",62171.4365936557
"9161",80351.976573785
"9162",70907.6583636762
"9163",43126.6020798541
"9164",70960.9107886608
"9165",76794.5095236872
"9166",39832.4005849601
"9167",25053.9195021009
"9168",46020.4347512414
"9169",57608.7533686757
"9170",56722.3270181686
"9171",35791.2743022835
"9172",23726.1412525955
"9173",79840.5505291685
"9174",102751.604469173
"9175",66087.909024894
"9176",17013.9407786417
"9177",54361.5140190496
"9178",65811.625448812
"9179",46076.6649408778
"9180",14215.3546361578
"9181",56843.4422296271
"9182",81534.1772897397
"9183",76024.753278807
"9184",51213.4588086166
"9185",29431.0074465209
"9186",43942.3856171971
"9187",39266.9030923625
"9188",30153.6351680934
"9189",41998.8465215281
"9190",70396.7594426307
"9191",93040.4567307858
"9192",70230.1321017184
"9193",18071.5924096271
"9194",20523.5228235243
"9195",25922.1198320383
"9196",25514.2679878298
"9197",22129.4241983907
"9198",9088.13278407739
"9199",26621.1137741487
"9200",42831.0468422353
"9201",38092.400257282
"9202",35951.1557447476
"9203",44199.6932657214
"9204",35376.9800985933
"9205",14907.2324403118
"9206",5263.25152138118
"9207",19783.5849508726
"9208",21200.9012003256
"9209",22902.4975970883
"9210",43632.9707049995
"9211",48403.8299005435
"9212",37918.2156006414
"9213",26303.7101134668
"9214",18239.4976309081
"9215",15164.9747158407
"9216",25241.1750830987
"9217",30237.8476798602
"9218",38117.5542839173
"9219",44415.60152332
"9220",34304.4543473104
"9221",13900.6790350668
"9222",14504.5688311256
"9223",1142.29502466085
"9224",14836.0178560456
"9225",13035.9500049959
"9226",39412.5708563797
"9227",52203.5325931367
"9228",40973.782616361
"9229",22946.1552945523
"9230",17982.8657883727
"9231",17109.4412363687
"9232",21765.0244579505
"9233",23485.6667153628
"9234",23767.5456799038
"9235",39330.6170564162
"9236",42367.010754602
"9237",20398.3926631562
"9238",25948.3567237012
"9239",38798.9634757989
"9240",21362.5405986748
"9241",7203.20204567564
"9242",30417.2241539703
"9243",48979.6697568513
"9244",38124.8709537587
"9245",10556.9453079276
"9246",19288.9751279064
"9247",22223.0486893679
"9248",13021.1004455729
"9249",7067.44558020437
"9250",32550.7390903003
"9251",50980.9405901514
"9252",48601.5924006522
"9253",29010.9422205978
"9254",3183.12251678883
"9255",17216.4674411528
"9256",6447.57806103017
"9257",24480.5050633594
"9258",44225.4905886888
"9259",47274.8445254738
"9260",45071.4104802954
"9261",27552.4941470032
"9262",3943.62743161859
"9263",22951.3755451374
"9264",35910.1031136311
"9265",30951.9889895313
"9266",12398.8392431038
"9267",29278.1879421169
"9268",44509.619215504
"9269",34399.6196841326
"9270",24098.1056427046
"9271",37683.3389764328
"9272",40918.9287680834
"9273",30163.4344272694
"9274",30201.3499266909
"9275",30215.8716056339
"9276",34913.4429680809
"9277",52452.0723717295
"9278",55776.1374095285
"9279",35419.4062429039
"9280",9596.94166150489
"9281",26403.9087418193
"9282",38514.6281401632
"9283",51278.0570160611
"9284",58862.6039595817
"9285",49268.2483561243
"9286",28016.7977509941
"9287",4940.95486284605
"9288",24225.933903979
"9289",50001.6683889404
"9290",58936.5091983615
"9291",38984.218918625
"9292",9233.22893054201
"9293",45240.8330315367
"9294",48583.8549814845
"9295",19068.634638216
"9296",17702.2749809106
"9297",38823.8337382792
"9298",33842.97900497
"9299",14498.9457493438
"9300",14575.6848027896
"9301",25164.7525695287
"9302",22694.2356328425
"9303",13211.6844844332
"9304",7059.81091069048
"9305",21315.473348688
"9306",22901.3963480574
"9307",14382.303411166
"9308",14629.0557875473
"9309",26832.6376645148
"9310",32096.2109842332
"9311",29702.3306812835
"9312",34316.769168362
"9313",30618.1452989898
"9314",25109.8014707937
"9315",21304.2983955061
"9316",13646.7791712774
"9317",12408.6414465178
"9318",17939.894140685
"9319",16091.131021901
"9320",6194.19800753056
"9321",11048.9625340457
"9322",16155.7347883979
"9323",14723.8041455676
"9324",11154.7355199541
"9325",17283.0401505185
"9326",26074.9812730227
"9327",26013.2783481437
"9328",14301.2747606927
"9329",7742.06338881896
"9330",12048.9505383331
"9331",15425.3498526789
"9332",18870.9399991258
"9333",14708.1273809463
"9334",5746.91351307371
"9335",18752.6806547516
"9336",28973.500042641
"9337",25095.3064135211
"9338",28177.4541984163
"9339",36301.807765187
"9340",29485.4349175718
"9341",8347.29420562665
"9342",20722.5371365918
"9343",36472.8955716516
"9344",35790.3756097831
"9345",22470.6903725991
"9346",25043.0879228877
"9347",24485.3626414249
"9348",12216.7327133187
"9349",16147.2488868479
"9350",18379.2895281515
"9351",9162.49655852164
"9352",13729.3131919305
"9353",16512.804116239
"9354",6375.92965083951
"9355",26847.1527932053
"9356",44988.1699690471
"9357",34348.9336770874
"9358",2982.33136619947
"9359",21860.8331114047
"9360",17874.875446816
"9361",2428.61735716608
"9362",28071.6356775629
"9363",39958.389840856
"9364",22661.912682388
"9365",10824.4001883046
"9366",30518.0081685399
"9367",26824.4641220208
"9368",6926.2538686288
"9369",17344.6930549278
"9370",29212.3806286625
"9371",32221.8862231538
"9372",24766.8614758084
"9373",16162.6326152078
"9374",19595.3410489117
"9375",15758.4426894
"9376",9694.39930547275
"9377",36986.5152732857
"9378",44792.8660974257
"9379",20249.5656615004
"9380",23607.8401318222
"9381",47362.0766351911
"9382",42208.3343144068
"9383",24539.4999778191
"9384",27962.9673120407
"9385",26600.0623348135
"9386",5456.7815773918
"9387",33151.0892976492
"9388",46114.4222522658
"9389",21467.0633431332
"9390",15917.3910828846
"9391",24605.5156693758
"9392",14045.6346719778
"9393",2775.80659737217
"9394",17712.0988705412
"9395",26818.6026217505
"9396",28544.4040572983
"9397",26477.6237525356
"9398",12905.1684231882
"9399",5899.94716401394
"9400",13778.2812067922
"9401",22073.5917150167
"9402",36858.2294309699
"9403",40684.028167263
"9404",25972.4366702083
"9405",6987.49421663983
"9406",29522.5090134798
"9407",32288.7261393598
"9408",15871.4318946828
"9409",26693.6023841558
"9410",31102.017316972
"9411",18806.9979208681
"9412",17854.4408212365
"9413",26154.4372386909
"9414",22031.2384507941
"9415",4151.61269720106
"9416",10502.3337129491
"9417",7930.70086365855
"9418",10707.0620789629
"9419",29049.9876245124
"9420",26282.6393885844
"9421",4249.51491190507
"9422",21999.0890911596
"9423",38245.3953401825
"9424",37579.9266663201
"9425",22358.2502428474
"9426",21683.7159103663
"9427",22010.4589051382
"9428",9239.94460773124
"9429",11240.7636531175
"9430",20970.8459927901
"9431",22046.7215165437
"9432",19348.8114198702
"9433",11676.4786192634
"9434",8925.9606564728
"9435",15216.547909354
"9436",14556.5186029483
"9437",5570.1210460832
"9438",11754.8299627485
"9439",22370.1283978245
"9440",19894.7457756896
"9441",14015.7349222923
"9442",7288.91239331654
"9443",7475.61837462204
"9444",9875.56376436343
"9445",8854.24553969376
"9446",24672.8388090994
"9447",41395.0132636007
"9448",42983.9769163881
"9449",25599.1905678759
"9450",26086.158342493
"9451",37615.8304145978
"9452",24867.6773728333
"9453",11793.6138474607
"9454",37373.8711878821
"9455",50647.0865174446
"9456",43796.0224795346
"9457",19843.4076244035
"9458",15227.1653053256
"9459",28475.8492995086
"9460",26838.7477771042
"9461",22677.1361518429
"9462",37524.8297490556
"9463",43465.306898903
"9464",24023.914179119
"9465",21859.0019520724
"9466",49379.0583723124
"9467",54958.4879479126
"9468",28968.7189992198
"9469",23111.9698593355
"9470",48279.8304456167
"9471",40385.8628659074
"9472",18467.8358389211
"9473",24671.946881028
"9474",22636.1652371603
"9475",6433.6930053136
"9476",30020.5817703534
"9477",42983.0739220175
"9478",33884.7377370033
"9479",13223.1051976042
"9480",9934.29423994281
"9481",23258.4891946203
"9482",22732.4700672424
"9483",14624.3259600859
"9484",19113.65649667
"9485",26414.8138742392
"9486",26139.5900553256
"9487",14849.1082089221
"9488",15136.101810122
"9489",25573.8689398715
"9490",35840.7050862415
"9491",38328.3966958621
"9492",33575.223921784
"9493",26437.3164930329
"9494",23483.6839054572
"9495",15998.2408911241
"9496",3285.02590032049
"9497",14148.8332856253
"9498",8929.3719209334
"9499",25704.8733602588
"9500",41822.6614268395
"9501",43787.2294222596
"9502",30768.0342864513
"9503",21976.4408699241
"9504",21095.2829329602
"9505",7924.28794727231
"9506",21380.3809288562
"9507",31068.7966147055
"9508",20283.4768043104
"9509",5583.42991810324
"9510",8597.91881565485
"9511",9903.37624024524
"9512",5351.52558386729
"9513",13916.5193995517
"9514",10284.0098169163
"9515",4573.12333410734
"9516",22258.6079500133
"9517",34624.0824166107
"9518",31560.903282984
"9519",26436.5503176312
"9520",30810.6440125968
"9521",25165.3596659925
"9522",8589.01546401716
"9523",12466.1326274884
"9524",24833.0568586388
"9525",13148.4834604972
"9526",11651.808115869
"9527",22480.9362726485
"9528",16761.7961176497
"9529",6952.31614962966
"9530",10397.4586042333
"9531",6028.33197364322
"9532",15653.4336973871
"9533",28119.1951913852
"9534",18591.8997422322
"9535",6007.760959033
"9536",24599.6614960459
"9537",19718.4240461022
"9538",4759.42516934571
"9539",25838.3145473209
"9540",30902.2119549499
"9541",17913.8317193681
"9542",4256.59087967776
"9543",10531.0214986101
"9544",12795.1858843247
"9545",21068.2524453605
"9546",19422.426531409
"9547",11782.9406307689
"9548",17720.7558729417
"9549",12745.960528004
"9550",7674.0312921681
"9551",23727.8558126001
"9552",31319.6698992432
"9553",16756.3674672224
"9554",13354.7708743598
"9555",32601.1051910121
"9556",26189.6776086421
"9557",3662.89383112048
"9558",25893.6282138559
"9559",28619.9758916066
"9560",13075.417015565
"9561",8969.12774748149
"9562",17705.1908819993
"9563",9498.86400923804
"9564",11141.0691340791
"9565",25603.7943885039
"9566",26913.2047285819
"9567",16671.6697942347
"9568",8316.70583090478
"9569",6733.18332261971
"9570",17879.6125532479
"9571",22700.9444855281
"9572",14285.5407259905
"9573",12073.3337104205
"9574",18257.8814556449
"9575",8395.81749538458
"9576",14134.3175991599
"9577",27297.7977443589
"9578",17032.5912432682
"9579",8574.9504259816
"9580",21582.5981764832
"9581",17999.8050079434
"9582",6939.56816609753
"9583",13856.0711722449
"9584",20147.6568246003
"9585",8623.08586078771
"9586",18461.9380067757
"9587",19605.47585554
"9588",5067.2651975434
"9589",12442.3085766018
"9590",15644.0462053383
"9591",8215.64398701406
"9592",7464.65409013425
"9593",12306.868862339
"9594",2572.12242886844
"9595",13029.1456582133
"9596",20361.7693999991
"9597",11909.4804563144
"9598",9808.31734588997
"9599",20481.5562007287
"9600",11149.2190418522
"9601",4245.27661828305
"9602",13741.538847242
"9603",13188.8701014691
"9604",1479.6479160529
"9605",14813.8585929119
"9606",16502.0852677368
"9607",2284.00373037284
"9608",12832.8958457506
"9609",17733.5006179245
"9610",8561.94338672725
"9611",7749.07188135873
"9612",18425.772324532
"9613",18926.7609442956
"9614",1663.27642270476
"9615",19528.6566148543
"9616",22584.4500671069
"9617",11962.2916699254
"9618",7669.57387316574
"9619",17731.9742348503
"9620",11541.6798522176
"9621",8282.65970394272
"9622",18928.0010215022
"9623",13348.2396552206
"9624",4295.63441710578
"9625",21454.7145295169
"9626",21096.7822375425
"9627",2794.92998091878
"9628",16538.1670760019
"9629",20964.704135778
"9630",9539.65045504776
"9631",9012.34002043238
"9632",20937.8423280207
"9633",17655.0872775583
"9634",6348.20885112923
"9635",11772.7959378572
"9636",10335.7280263482
"9637",11540.8848780387
"9638",20668.2602683513
"9639",14863.341718784
"9640",4542.01460041196
"9641",21883.9429501601
"9642",29699.0520187709
"9643",15842.5839446481
"9644",16701.2741100662
"9645",30363.3564213386
"9646",23201.4386421448
"9647",12996.7883074293
"9648",24077.3775228579
"9649",26815.7118150783
"9650",12399.7137541779
"9651",10273.9176910731
"9652",22336.3729627089
"9653",19546.217453698
"9654",8160.72076676237
"9655",5331.14631715355
"9656",16253.6584868927
"9657",22411.0878457609
"9658",14744.5911386596
"9659",6379.00542946399
"9660",20022.3340355856
"9661",26028.1909283535
"9662",13254.9216657142
"9663",13304.6828634281
"9664",29018.6653128155
"9665",20585.3059544447
"9666",15102.0584224517
"9667",30618.4377125068
"9668",30914.2945086709
"9669",11499.3586103184
"9670",17108.8077788344
"9671",24424.129511548
"9672",13633.2554809416
"9673",8735.86187289989
"9674",22863.6293274792
"9675",18040.5955092387
"9676",6004.74745013579
"9677",20811.3640567001
"9678",19830.814934934
"9679",12577.172758234
"9680",11254.6285152652
"9681",12575.4084304759
"9682",17519.0222362812
"9683",21073.0203980804
"9684",16179.5514832493
"9685",12915.8466215093
"9686",21572.6568291045
"9687",15148.8754135498
"9688",9980.96894684916
"9689",27925.6246962935
"9690",30087.3905647441
"9691",10459.9401840315
"9692",19378.2481134485
"9693",33590.9127422509
"9694",22829.0865057667
"9695",6513.17082768132
"9696",24559.4357303667
"9697",21758.9411135749
"9698",1684.90639400013
"9699",24652.5638096661
"9700",29798.0879682404
"9701",16756.5374207159
"9702",5272.42086541368
"9703",20601.0205619533
"9704",19803.6836534296
"9705",11459.0564188318
"9706",14099.8538483025
"9707",9028.56226721185
"9708",5323.12602907044
"9709",12954.9230209716
"9710",12648.1126435958
"9711",13490.8513144381
"9712",17415.0661461976
"9713",11830.5225684149
"9714",6949.95711205922
"9715",25223.205584403
"9716",26855.7417894101
"9717",13316.6116182679
"9718",13722.9513935115
"9719",20807.0709338081
"9720",15384.3365351484
"9721",10636.8599074922
"9722",25880.3395386061
"9723",23462.1566625144
"9724",12209.773015223
"9725",19756.8877078395
"9726",25268.5277367257
"9727",15741.3104302938
"9728",8711.0238976975
"9729",12798.4334317656
"9730",10781.6387840462
"9731",4240.69307928063
"9732",15207.8349684521
"9733",11511.0419491163
"9734",1716.00989122334
"9735",6167.65280415628
"9736",5159.16244133374
"9737",6458.4699231306
"9738",13708.6326992296
"9739",11087.7250244377
"9740",5571.32778320058
"9741",15763.1781744444
"9742",14183.3576772289
"9743",6991.12911686746
"9744",16385.835423701
"9745",22335.078946931
"9746",12416.1213699045
"9747",20484.8565016644
"9748",26146.6264097562
"9749",25143.6259041797
"9750",14717.0897935743
"9751",24145.0667260116
"9752",20826.5951684246
"9753",9741.78686614694
"9754",20764.9823901024
"9755",25503.1302026723
"9756",15741.9171606043
"9757",16138.5754000573
"9758",23648.9730840774
"9759",19169.7741817787
"9760",4482.99979590501
"9761",10616.0469328443
"9762",9305.60903092656
"9763",4059.18624385039
"9764",13365.1605235057
"9765",12648.5304236786
"9766",7501.39167079859
"9767",13717.1837935733
"9768",14206.5177778609
"9769",6976.46736058638
"9770",21151.78609784
"9771",22941.7920297899
"9772",13232.3067943081
"9773",12753.1121112203
"9774",22798.1310806644
"9775",19020.5182016352
"9776",16238.9784253498
"9777",26048.5209457409
"9778",23132.6510527968
"9779",9008.00789808364
"9780",15198.4949226075
"9781",25436.6889623139
"9782",23949.0312380148
"9783",15005.8456633401
"9784",10429.3023798023
"9785",4027.23474771347
"9786",8543.97575741723
"9787",20363.4815648043
"9788",20292.4331053289
"9789",11128.2589370223
"9790",6939.38791331365
"9791",10910.4290929724
"9792",8117.9569582283
"9793",10617.9398468954
"9794",10235.2592688928
"9795",9766.36820144783
"9796",15676.5204206347
"9797",18498.0074736665
"9798",13322.1350791939
"9799",3535.49906623278
"9800",20053.6163556148
"9801",25995.7917098623
"9802",23948.7379006784
"9803",22844.1402787501
"9804",17657.6105129262
"9805",10142.9491747451
"9806",22988.1935613989
"9807",30424.1593125743
"9808",22257.2927964087
"9809",6126.16842396796
"9810",7971.15801681051
"9811",5210.31380289458
"9812",21711.8066718138
"9813",29634.8352471359
"9814",21173.4169929695
"9815",12427.93375058
"9816",18877.8819239824
"9817",14841.3983194726
"9818",4680.18042118784
"9819",15061.181036106
"9820",15126.4579885549
"9821",9227.47232184224
"9822",22952.2803943147
"9823",27351.5034179881
"9824",20969.3068290846
"9825",23636.2100572759
"9826",30797.2365907201
"9827",21653.1289071407
"9828",5540.48123080365
"9829",27965.2047914234
"9830",37722.0951400408
"9831",45946.2032172527
"9832",58163.4909869725
"9833",49430.6780153242
"9834",23291.4776582709
"9835",26255.1668784851
"9836",33500.3758079383
"9837",35144.5337617929
"9838",52229.0285563476
"9839",56144.7300486497
"9840",40325.6180490256
"9841",39784.2566857787
"9842",43767.1505897543
"9843",27940.7577930516
"9844",21074.1178311742
"9845",34165.9873576086
"9846",32801.6467038812
"9847",33768.2091143934
"9848",46540.2654322044
"9849",44533.9307344078
"9850",27084.7134018888
"9851",31802.9966895576
"9852",35032.6188147319
"9853",18152.0130717311
"9854",24101.6782698057
"9855",37689.8959558995
"9856",32200.2372329885
"9857",42481.5268985007
"9858",55975.9911869736
"9859",44435.9554180131
"9860",11452.0258520626
"9861",18855.237700192
"9862",20631.8081952284
"9863",22064.8834400844
"9864",43414.8018255777
"9865",44541.9172671726
"9866",22173.5797346304
"9867",16077.3423099793
"9868",28955.3392729308
"9869",16764.2575969552
"9870",10772.3949527606
"9871",23426.1046183191
"9872",16924.0257208943
"9873",9998.17920315824
"9874",29745.9284339753
"9875",32428.6112294406
"9876",17653.5293387038
"9877",6552.84330076759
"9878",15128.8696674552
"9879",12417.5915093356
"9880",17157.2652846195
"9881",18986.1613731324
"9882",13452.8529964926
"9883",11724.1239192823
"9884",26196.358028954
"9885",28900.4844315204
"9886",25902.7668837866
"9887",23624.1839398662
"9888",18267.3594232898
"9889",20469.3764948837
"9890",29419.3486932741
"9891",25332.6480774012
"9892",13732.279530439
"9893",6422.65039358781
"9894",7182.87036804119
"9895",15994.161065834
"9896",33185.1006244497
"9897",34600.8530261635
"9898",24083.7145620145
"9899",28083.9617953786
"9900",26607.3699353901
"9901",2459.05826891831
"9902",22148.46162375
"9903",32260.9088304999
"9904",24278.4439903605
"9905",43170.2880517481
"9906",58358.6479536005
"9907",42494.570147448
"9908",24130.3796336867
"9909",33851.0700074561
"9910",19529.4363236901
"9911",21461.3814131049
"9912",57190.2714941076
"9913",60075.7454686554
"9914",44458.4326364508
"9915",49871.2670220848
"9916",49457.3333281339
"9917",18990.8033155709
"9918",19862.5797014055
"9919",38651.5660762064
"9920",29047.4291058562
"9921",37801.4321843263
"9922",52935.2811789301
"9923",45318.9673769342
"9924",17796.3148843533
"9925",14689.2543629006
"9926",17838.6729465721
"9927",3180.47013454352
"9928",29411.9273755815
"9929",42367.3182179292
"9930",31412.4631994781
"9931",21053.2846024672
"9932",34726.8508825966
"9933",28303.3279528021
"9934",6335.69314391502
"9935",26176.9662910275
"9936",24036.6991674983
"9937",12889.0244539475
"9938",39167.5290314022
"9939",44680.2390631023
"9940",23757.0775614301
"9941",9197.602174149
"9942",11885.3423616798
"9943",8829.42156623047
"9944",30127.2682645259
"9945",38008.4295048735
"9946",25890.0130410077
"9947",9990.23573655414
"9948",15964.6022418427
"9949",23559.999555839
"9950",22641.5252108298
"9951",12484.5944110918
"9952",5998.53658555346
"9953",5813.82047598796
"9954",23555.0802409571
"9955",40315.9548676112
"9956",38650.9323978157
"9957",20454.203129455
"9958",9568.99964100344
"9959",16831.9754193633
"9960",29166.0286850635
"9961",37256.2996984688
"9962",31017.5121136949
"9963",12965.5981924401
"9964",3166.65352275421
"9965",6138.91209706509
"9966",15455.2320347436
"9967",21348.2938077405
"9968",6560.03539841819
"9969",15546.5116479644
"9970",26516.7493226587
"9971",20567.8370830503
"9972",12754.3356682422
"9973",20051.9739409791
"9974",17336.6698162648
"9975",26102.8704277602
"9976",36581.4602344007
"9977",24640.4379561266
"9978",7451.54686540921
"9979",24273.8530027958
"9980",20829.286147937
"9981",19760.656147065
"9982",31473.7063499295
"9983",22910.0016749934
"9984",5335.39144022156
"9985",20000.1505460583
"9986",18656.9175531633
"9987",818.080197430713
"9988",21462.4559690434
"9989",25431.0241971907
"9990",12873.8396110756
"9991",15476.4667740426
"9992",24285.7367400154
"9993",15895.7381490236
"9994",8071.76812177691
"9995",24463.1354128168
"9996",23480.0473229675
"9997",10103.4379677072
"9998",23680.0371967816
"9999",26264.7532268277
"10000",7698.30201961005
"10001",19985.6769073662
"10002",25905.2054877759
"10003",11093.1665730803
"10004",10798.0503223073
"10005",27087.6056411109
"10006",23438.6794150805
"10007",9300.46124496285
"10008",17421.419876083
"10009",22100.9332355944
"10010",6183.56885395942
"10011",19438.5147184384
"10012",32806.5444065562
"10013",29865.0847901213
"10014",24751.9924375334
"10015",34846.6736392447
"10016",27861.2608429029
"10017",14599.429602696
"10018",27903.9581489034
"10019",26884.1598167441
"10020",24638.1558421703
"10021",39827.4824904054
"10022",44150.6818635213
"10023",26668.6384539771
"10024",17688.54709616
"10025",14389.8413222315
"10026",5967.74099119783
"10027",30108.3873614838
"10028",39992.6353646732
"10029",30495.1181939917
"10030",17725.3369602305
"10031",18475.8872638423
"10032",25211.04634438
"10033",24618.8127993497
"10034",16126.4875863854
"10035",2828.55775666804
"10036",5952.14430941038
"10037",6464.70538297974
"10038",31910.8454403978
"10039",46960.6678627543
"10040",44843.2128315627
"10041",52291.8432645185
"10042",62312.0071368969
"10043",40432.6591796013
"10044",13684.1193746021
"10045",52699.3058088261
"10046",58366.344644351
"10047",56616.2313156641
"10048",82319.7603368363
"10049",89388.7856901729
"10050",52196.2566624546
"10051",49641.1815811606
"10052",74650.3876461851
"10053",57299.2817130455
"10054",44554.7186092111
"10055",86082.586278355
"10056",98415.6755463078
"10057",87127.3265756328
"10058",87621.5492163581
"10059",77742.5527874113
"10060",38338.3545946202
"10061",47770.5205373769
"10062",88483.0851569318
"10063",97310.2867897335
"10064",90230.0611383447
"10065",76963.7076202041
"10066",55582.2318178114
"10067",48153.5206134106
"10068",66124.218182155
"10069",65396.0888817486
"10070",48118.5745635814
"10071",55049.5029086119
"10072",65007.7320065022
"10073",70117.7096913818
"10074",80422.9460832989
"10075",77554.2914470155
"10076",45289.4871169694
"10077",16880.13319403
"10078",49201.5195070245
"10079",64060.5491501147
"10080",67704.3470421372
"10081",65791.2557642137
"10082",47943.1804427595
"10083",22713.2479800468
"10084",31818.6421134541
"10085",40013.2217691505
"10086",25930.3703821538
"10087",26205.7004635322
"10088",37849.9765105032
"10089",31879.9518467702
"10090",30351.728317962
"10091",50185.0116246232
"10092",55151.7855845492
"10093",32636.1723379942
"10094",5311.97981558779
"10095",29776.6799203859
"10096",27976.6748704105
"10097",28723.073877765
"10098",47944.3410754381
"10099",54234.5153427615
"10100",37719.2338151854
"10101",20529.7962572985
"10102",26397.9006687488
"10103",23155.1480623595
"10104",18646.1395680808
"10105",34952.0606132626
"10106",44866.2823534197
"10107",44521.4291865373
"10108",50576.4693277158
"10109",52621.6340212722
"10110",39749.8274774551
"10111",40328.1981957965
"10112",47270.5846183633
"10113",34115.1782478312
"10114",35828.8481972672
"10115",65740.4217737399
"10116",70078.4461589937
"10117",59835.9579770824
"10118",62819.8306619062
"10119",60996.1031455236
"10120",34873.1790687851
"10121",37270.8005072926
"10122",67016.9466113759
"10123",65790.8544058982
"10124",49742.6638212282
"10125",60143.1757113734
"10126",70757.403043271
"10127",65949.8170010285
"10128",66482.2117689248
"10129",64622.2733629368
"10130",41944.0113316839
"10131",42417.2455129949
"10132",76536.5995365914
"10133",91528.8720424806
"10134",90904.440554906
"10135",77476.7330135811
"10136",48813.77747654
"10137",30196.7772551515
"10138",58273.3497423771
"10139",72892.0729208896
"10140",66841.8428354784
"10141",62322.2979957243
"10142",53739.6337705151
"10143",39042.3130806952
"10144",48866.12635031
"10145",63773.6404806299
"10146",53509.4855736391
"10147",22642.7324892149
"10148",32768.5317702442
"10149",50433.4187234461
"10150",51677.6590556072
"10151",56406.0368702269
"10152",60508.9873661729
"10153",47033.9985292631
"10154",16795.7558329909
"10155",25160.0044708324
"10156",43795.2077430471
"10157",47251.0076157111
"10158",48995.1782198267
"10159",47984.3976563345
"10160",40394.7473323756
"10161",36984.4317869767
"10162",37105.0624955752
"10163",27422.3173990649
"10164",29740.5323006328
"10165",45735.0301270234
"10166",46392.0974047166
"10167",41202.9790166163
"10168",47123.9587907868
"10169",46725.8391543874
"10170",29121.7533439785
"10171",41013.7870650554
"10172",60404.6972891752
"10173",53620.834756239
"10174",24840.626710559
"10175",39500.0868859301
"10176",58353.3918060694
"10177",60556.8699169904
"10178",67558.3878700635
"10179",68572.0265984163
"10180",42172.8756297044
"10181",11620.2085666492
"10182",44176.6850312543
"10183",66945.9549265103
"10184",71785.8149225221
"10185",64581.5789760246
"10186",47147.5161973177
"10187",26075.8682858553
"10188",27285.6122341942
"10189",34764.7107875093
"10190",39280.1830182444
"10191",43957.2475992262
"10192",41605.4275026077
"10193",29892.9611424217
"10194",31737.4331558028
"10195",35423.4200427319
"10196",24063.0668711066
"10197",17438.7666603705
"10198",28695.8347953199
"10199",23614.108897434
"10200",7126.42321295371
"10201",22192.5700115831
"10202",28359.2189354641
"10203",18564.3997501755
"10204",17702.6577640738
"10205",22073.1739516814
"10206",23212.470978811
"10207",25283.4474287361
"10208",23225.9850971158
"10209",20488.6776378805
"10210",16308.6081246566
"10211",17489.5311084311
"10212",26342.5411387236
"10213",35114.5680216333
"10214",30700.6130393351
"10215",9195.35378621943
"10216",10126.3798816023
"10217",10188.2643507302
"10218",6262.49559477664
"10219",18108.3633244569
"10220",19283.7267125151
"10221",12889.6065694616
"10222",16030.9530224686
"10223",30322.7592942007
"10224",26891.6423531055
"10225",9613.59869347458
"10226",12119.9878567694
"10227",18780.6946813234
"10228",12773.5140524712
"10229",26162.2996177691
"10230",38608.858840343
"10231",37376.2145609259
"10232",39477.120299589
"10233",47210.5160983438
"10234",35724.8602709666
"10235",9178.10487051502
"10236",23464.1832197222
"10237",39343.3757250551
"10238",52846.4102459188
"10239",67950.2801165939
"10240",64185.8578614734
"10241",36238.3296285259
"10242",8648.72261575294
"10243",21865.025705302
"10244",26985.3969551884
"10245",40641.3206165813
"10246",52146.3121921752
"10247",44424.5510404507
"10248",28742.7359332833
"10249",36336.0128103335
